forecast_run_id,sku_id,forecast_date,forecast_qty,model_name,data_status
FR-SKU003-20260805,SKU003,2026-08-16,65,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-17,57,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-18,51,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-19,50,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-20,70,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-21,99,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-22,87,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-23,65,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-24,57,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-25,51,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-26,50,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-27,70,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-28,99,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-29,87,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-30,65,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-08-31,57,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-09-01,51,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-09-02,50,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-09-03,70,Seasonal Naive (7-day),synthetic
FR-SKU003-20260805,SKU003,2026-09-04,99,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-06,55,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-07,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-08,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-09,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-10,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-11,59,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-12,58,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-13,55,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-14,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-15,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-16,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-17,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-18,59,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-19,58,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-20,55,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-21,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-22,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-23,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-24,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-25,59,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-26,58,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-27,55,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-28,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-29,63,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-30,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-08-31,61,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-09-01,59,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-09-02,58,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-09-03,55,Seasonal Naive (7-day),synthetic
FR-SKU004-20260805,SKU004,2026-09-04,63,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-06,60,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-07,62,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-08,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-09,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-10,44,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-11,50,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-12,67,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-13,60,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-14,62,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-15,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-16,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-17,44,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-18,50,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-19,67,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-20,60,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-21,62,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-22,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-23,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-24,44,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-25,50,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-26,67,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-27,60,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-28,62,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-29,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-30,59,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-08-31,44,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-09-01,50,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-09-02,67,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-09-03,60,Seasonal Naive (7-day),synthetic
FR-SKU005-20260805,SKU005,2026-09-04,62,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-06,46,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-07,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-08,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-09,57,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-10,50,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-11,71,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-12,45,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-13,46,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-14,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-15,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-16,57,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-17,50,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-18,71,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-19,45,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-20,46,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-21,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-22,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-23,57,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-24,50,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-25,71,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-26,45,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-27,46,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-28,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-29,52,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-30,57,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-08-31,50,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-09-01,71,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-09-02,45,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-09-03,46,Seasonal Naive (7-day),synthetic
FR-SKU006-20260805,SKU006,2026-09-04,52,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-06,21,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-07,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-08,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-09,22,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-10,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-11,19,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-12,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-13,21,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-14,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-15,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-16,22,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-17,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-18,19,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-19,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-20,21,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-21,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-22,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-23,22,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-24,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-25,19,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-26,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-27,21,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-28,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-29,20,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-30,22,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-08-31,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-09-01,19,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-09-02,18,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-09-03,21,Seasonal Naive (7-day),synthetic
FR-SKU007-20260805,SKU007,2026-09-04,20,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-06,69,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-07,86,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-08,96,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-09,65,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-10,67,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-11,61,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-12,71,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-13,69,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-14,86,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-15,96,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-16,65,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-17,67,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-18,61,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-19,71,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-20,69,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-21,86,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-22,96,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-23,65,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-24,67,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-25,61,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-26,71,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-27,69,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-28,86,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-29,96,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-30,65,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-08-31,67,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-09-01,61,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-09-02,71,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-09-03,69,Seasonal Naive (7-day),synthetic
FR-SKU008-20260805,SKU008,2026-09-04,86,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-06,38,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-07,32,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-08,35,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-09,53,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-10,37,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-11,39,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-12,33,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-13,38,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-14,32,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-15,35,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-16,53,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-17,37,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-18,39,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-19,33,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-20,38,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-21,32,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-22,35,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-23,53,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-24,37,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-25,39,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-26,33,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-27,38,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-28,32,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-29,35,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-30,53,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-08-31,37,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-09-01,39,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-09-02,33,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-09-03,38,Seasonal Naive (7-day),synthetic
FR-SKU009-20260805,SKU009,2026-09-04,32,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-06,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-07,17,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-08,27,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-09,19,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-10,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-11,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-12,18,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-13,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-14,17,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-15,27,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-16,19,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-17,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-18,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-19,18,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-20,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-21,17,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-22,27,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-23,19,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-24,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-25,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-26,18,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-27,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-28,17,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-29,27,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-30,19,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-08-31,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-09-01,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-09-02,18,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-09-03,20,Seasonal Naive (7-day),synthetic
FR-SKU010-20260805,SKU010,2026-09-04,17,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-06,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-07,83,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-08,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-09,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-10,46,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-11,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-12,56,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-13,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-14,83,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-15,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-16,61,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-17,46,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-18,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-19,56,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-20,58,Seasonal Naive (7-day),synthetic
FR-SKU011-20260805,SKU011,2026-08-21,83,Seasonal Naive (7-day),synthetic
